recipe_id,recipe_name,ingredients_joined
686,Blackened Tuna Steaks with Mango Salsa,"2 tablespoons olive oil||2 tablespoons lime juice||2 cloves garlic, minced||4 tuna steaks||1 fresh mango - peeled, pitted, and chopped||1/4 cup finely chopped red bell pepper||1/2 Spanish onion, finely chopped||1 green onion, chopped||2 tablespoons chopped fresh cilantro||1 jalapeno pepper, seeded and minced||2 tablespoons lime juice||1 1/2 teaspoons olive oil||2 tablespoons paprika||1 tablespoon cayenne pepper||1 tablespoon onion powder||2 teaspoons salt||1 teaspoon ground black pepper||1 teaspoon dried thyme||1 teaspoon dried basil||1 teaspoon dried oregano||1 tablespoon garlic powder||4 tablespoons olive oil"
687,Peanut Butter Mango Smoothie,"1 cup vanilla yogurt||1 banana, broken into chunks||1/2 cup frozen mango chunks||2 tablespoons peanut butter, or to taste"
688,Mango Watermelon Smoothie,"5 cups cubed seeded watermelon||1 mango - peeled, seeded, and diced||1/2 cup water||1 tablespoon white sugar||4 cubes ice cubes"
689,Fresh Mango Muffins,"1 1/2 cups all-purpose flour||1/4 cup white sugar||2 teaspoons baking powder||1 pinch salt||3 eggs||1/4 cup heavy whipping cream||1/4 cup unsalted butter, melted||3 cups mango - peeled, seeded, and cubed"
690,Mango Cilantro Slaw,"3 tablespoons white wine vinegar||2 tablespoons canola oil||2 tablespoons honey||2 tablespoons mayonnaise||1/2 teaspoon celery seed (Optional)||1/2 teaspoon poppy seeds (Optional)||1/2 teaspoon salt||1/4 teaspoon ground black pepper||1 (10 ounce) package finely shredded cabbage||1 firm, ripe mango - peeled, seeded, and cut into 1/2-inch pieces||1/3 cup chopped cilantro||3 green onions, chopped"
691,Mango Oatmeal Breakfast Smoothie,"1/2 cup orange juice||1/2 cup frozen mango chunks||1/2 banana, cut into chunks||1/3 cup plain yogurt||1/4 cup oats"
692,"Mango, Peach and Pineapple Salsa","2 mangos, peeled, seeded and chopped||2 small peaches, halved, pitted, and cut into 1/2-inch dice||1 cup diced fresh pineapple||4 tomatoes, chopped||1 white onion, diced||1 red bell pepper, diced||1 yellow bell pepper, diced||1 cup chopped fresh cilantro, or to taste||1 clove garlic, minced||1 small jalapeno pepper, minced||2 tablespoons lime juice||1 teaspoon salt||2 tablespoons white sugar, or to taste||3/4 cup water"
693,Real Indian Mango Chutney,2 1/4 cups diced fresh mango||1/4 cup salt||2 1/2 cups water||2 1/3 cups white sugar||2 cups vinegar||1/2 cup raisins||1/2 cup chopped pitted dates||2 cinnamon sticks||2 teaspoons minced fresh ginger root||2 teaspoons crushed garlic||2 teaspoons ground dried chile pepper||10 half-pint canning jars with lids and rings
694,Mango Chutney,"3 cups distilled white vinegar||6 cups white sugar||6 cups brown sugar||1 teaspoon ground cinnamon||2 teaspoons ground ginger||4 teaspoons ground allspice||1 teaspoon ground cloves||2 teaspoons ground nutmeg||5 small red hot chile peppers, seeded and chopped||1 teaspoon kosher salt||2 large onions, chopped||3 cloves garlic, chopped||1 cup golden raisins||1 cup raisins||1/2 cup fresh ginger root, chopped||16 cups sliced, semi-ripe mangos||1/2 cup sliced almonds"
695,Smoked Salmon Poke Bowl,"1/4 cup soy sauce||3 green onions, thinly sliced||1 tablespoon black sesame oil||1 tablespoon rice vinegar||1 teaspoon grated ginger||1/2 teaspoon garlic, minced||12 ounces smoked salmon, chopped||2 cups cooked brown rice||1/4 cup diced mango||1/4 cup diced cucumber||1/4 cup diced avocado||1/4 cup sliced fresh strawberries||1 teaspoon black sesame seeds, or to taste"
696,Summertime Mango Drink,"2 mangoes, cut into cubes||1 cup ice cubes||1 teaspoon vanilla extract||1 tablespoon white sugar||1 2/3 cups milk"
697,Mango Salsa Salmon,"4 (6 ounce) salmon steaks||3 tablespoons olive oil||1 large red onion, diced||2 cloves garlic, peeled and minced||2 tomatoes, diced||1 sprig fresh cilantro, chopped||2 mangos - peeled, seeded, and diced"
698,Spicy Mango Salad,"4 medium mangos - peeled, seeded, and cubed||1/4 cup fresh lime juice||2 tablespoons extra-virgin olive oil||1 tablespoon red pepper flakes||2 tablespoons chopped fresh cilantro||2 tablespoons chopped shallots, salt and freshly ground black pepper to taste"
699,Mango-Pineapple Chutney,"2 tablespoons vegetable oil||1 teaspoon crushed red pepper flakes||1 large sweet onion, minced||4 inch piece fresh ginger root, peeled and minced||1 large yellow bell pepper, diced||3 large ripe mangoes, peeled, pitted, and diced||1 small pineapple, peeled and diced||1/2 cup brown sugar||1 1/2 tablespoons curry powder||1/2 cup apple cider vinegar"
700,Mexican Mango and White Fish Ceviche,"2 pounds white fish, cut into small cubes||4 limes, juiced||1/2 orange, juiced||1 tablespoon olive oil||1 green chile pepper, chopped||2 mangoes, cut into cubes||5 green onions, chopped||3 tomatoes, seeded and chopped||1/2 cup chopped fresh cilantro, salt and ground black pepper to taste"
701,Simple Mango Pudding,1 cup hot water||1 cup white sugar||2 (.25 ounce) packages powdered gelatin (such as Knox®)||26 ounces canned mango pulp||1 1/2 cups evaporated milk||1 cup cold water
702,Mommy's Mango Cobbler,"8 mangoes - peeled, seeded, and sliced||2 cups water||1/2 cup white sugar"
703,Mangonada Jell-O Shots,"1/4 cup water||2 (.25 ounce) packages unflavored gelatin||2 cups mango puree||1/2 cup white sugar||1 tablespoon lemon juice||1 cup vodka||1 teaspoon chamoy sauce, or to taste||1 teaspoon chile-lime seasoning (such as Tajin®), or as needed"
704,Mango-Peach Smoothie,"1 peach, sliced||1 mango, peeled and diced||1/2 cup vanilla soy milk||1/2 cup orange juice, or as needed"
705,Blackened Salmon Tacos with Chunky Mango Avocado Salsa,"3 ripe mangoes - peeled, pitted, and diced||1 avocado - peeled, pitted, and diced||1 orange bell pepper, diced||1 jalapeno pepper, seeded and diced||1 lime, juiced||2 tablespoons chopped fresh cilantro||1 pinch salt||1 tablespoon sweet and spicy seafood rub, or to taste||1/2 teaspoon chili powder, or to taste, salt and ground black pepper to taste||2 skin-on salmon fillets||2 tablespoons olive oil, or as needed, divided||6 corn tortillas||3 large limes, cut into wedges"
706,Pineapple Mango Habanero Jam,"1 1/2 pounds fresh mangos, cut into chunks||1 pound fresh pineapple, cut into chunks||1/2 cup cider vinegar||4 cups white sugar||1 (3 ounce) pouch liquid pectin||4 habanero chiles - stemmed, halved, and seeded"
707,Easy Fish Tacos with Mango-Pineapple Slaw,"1 pound cod fillets||1 tablespoon lemon juice, salt and ground black pepper to taste||1/2 cup red wine vinegar||1/4 cup reduced-fat mayonnaise||1 tablespoon white sugar||1 tablespoon salt||1 tablespoon ground black pepper||1 teaspoon garlic powder||3 cups shredded cabbage||1/2 cup chopped fresh mango||1/2 cup chopped fresh pineapple||1/2 cup chopped red onion||1/4 cup chopped fresh cilantro||1 fresh jalapeno pepper, chopped||8 (8 inch) flour tortillas"
708,Jerk Chicken Egg Rolls with Mango-Habanero Sauce,"1 mango, peeled and diced||3/4 cup water||1 tablespoon seasoned rice vinegar||1 clove garlic, minced||1 pinch salt||1/2 cup brown sugar, divided||2 habanero peppers, seeded and minced||2 tablespoons water||1 teaspoon cornstarch"
709,Coconut-Lime Cheesecake with Mango Coulis,"3/4 cup sweetened flaked coconut||3/4 cup crushed gingersnap cookies||3 tablespoons melted butter||2 (8 ounce) packages cream cheese, softened||1 (10 ounce) can sweetened condensed milk||2 eggs||1 tablespoon lime zest||2 tablespoons lime juice||1 tablespoon coconut extract||2 cups cubed fresh mango||1 teaspoon white sugar, or more to taste"
710,Mango Topping,"3 cups mangos, peeled, seeded and chopped||1 tablespoon butter||1 tablespoon brown sugar||1 teaspoon lemon juice||1 teaspoon orange juice||3 tablespoons water"
711,Mango Cherry Smoothie,2 cups pitted cherries||1 cup chopped mango||1 cup water||1 cup ice cubes
712,Macadamia-Crusted Sea Bass with Mango Cream Sauce,"1/2 mango - peeled, seeded and diced||1/2 cup heavy cream||1 teaspoon lemon juice||1/2 cup chopped macadamia nuts||1/4 cup seasoned bread crumbs||1 teaspoon olive oil||1/2 teaspoon black pepper||1 pinch red pepper flakes||1 pound fresh sea bass, salt and ground black pepper to taste||2 cloves minced garlic||1 tablespoon extra virgin olive oil"
713,Caribbean Fish With Mango Salsa,1 tablespoon paprika||2 teaspoons curry powder||2 teaspoons ground cumin||1 1/2 teaspoons ground allspice||1 teaspoon ground ginger||1 teaspoon ground coriander||3/4 teaspoon salt||1/2 teaspoon freshly ground black pepper||1/4 teaspoon ground fennel seed (Optional)||1/8 teaspoon cayenne pepper (Optional)
714,Chamoyada,1 cup fresh or frozen mango cubes||1 (6 ounce) can pineapple juice||1/2 lime||2 teaspoons chili-lime seasoning (such as Tajin®)||2 tablespoons chamoy (Mexican chili fruit condiment)
715,Peach-Mango-Habanero Wing Sauce,"1 large mango, peeled and pitted||1 small fresh peach, halved and pitted||2 habanero peppers, stemmed||1/4 cup unsalted butter||4 cloves garlic, minced||1/2 cup brown sugar||2 teaspoons Worcestershire sauce||1 teaspoon minced fresh ginger root, salt and ground black pepper to taste"
716,Savory Mango Guacamole,"3 large avocados, peeled and pitted||1 small red onion, chopped||1 mango - peeled, pitted, and chopped||1 lime, juiced||1 tablespoon minced garlic||1 tablespoon salt||3 tablespoons chopped fresh cilantro"
717,Mango Relish,"1 mango - peeled, seeded and diced||1 teaspoon extra virgin olive oil||1/2 red bell pepper, chopped||2 green onion, thinly sliced||1 tablespoon chopped cilantro||1 lime, juiced||1/4 teaspoon salt||1 pinch cracked black pepper||1 teaspoon honey"
718,Mango Overnight Oats,1/2 cup Quaker® Oats||1/4 cup low-fat milk||1/3 cup low-fat plain yogurt||1/8 teaspoon almond extract||1/2 cup diced mango||1 teaspoon honey||1 teaspoon chia seeds
719,Strawberry Mango Mesclun Salad,"1/2 cup sugar||3/4 cup canola oil||1 teaspoon salt||1/4 cup balsamic vinegar||8 cups mixed salad greens||2 cups sweetened dried cranberries||1/2 pound fresh strawberries, quartered||1 mango - peeled, seeded, and cubed||1/2 cup chopped onion||1 cup slivered almonds"
720,Tropical Mango-Pineapple-Berry Smoothie,"1 mango - peeled, seeded, and diced||1 cup frozen strawberries||1 cup low-fat vanilla yogurt||6 ounces pineapple juice||1/2 cup frozen blueberries"
721,Bourbon-Mango Pulled Pork,2 mangos||1 (4 pound) pork shoulder roast||2 tablespoons ground black pepper||1 teaspoon kosher salt||1 teaspoon chipotle chile powder||1/4 cup balsamic vinegar||2 cups water||1 teaspoon chipotle chile powder||2 teaspoons honey||1 (1.5 fluid ounce) jigger bourbon whiskey||2 (12 ounce) bottles barbeque sauce
722,"Chicken, Avocado and Mango Salad","2 tablespoons brown sugar||1/4 cup water||1/3 cup lime juice||1/2 cup chili garlic sauce||4 cups shredded, cooked chicken||2 medium mangos - peeled, seeded and diced||2 avocados - peeled, pitted and diced||1 (10 ounce) package spring lettuce mix"
723,Blue Hawaiian Cocktail,1 cup crushed ice||2 fluid ounces pineapple juice||1 fluid ounce light rum||1 fluid ounce blue Curacao liqueur||1 fluid ounce cream of coconut||1 pineapple slice||1 maraschino cherry
724,Brown Sugar and Pineapple Glazed Ham,"1 (6 pound) fully-cooked, bone-in ham||1 fresh pineapple||2 (6 ounce) cans pineapple juice||1 cup brown sugar"
725,Jamaican Rum Punch,"2 1/2 cups pineapple juice||2 1/2 cups orange juice||1 cup 151 proof rum (such as Bacardi®)||1/2 cup dark rum (such as Meyer's®)||1/4 cup coconut-flavored rum (such as Malibu®)||1/4 cup fresh lime juice||3 tablespoons grenadine syrup||1 orange, sliced||1 lime, sliced||1 lemon, sliced"
726,T.G.I. Friday's Jack Daniels Sauce,1 head garlic||1 tablespoon olive oil||1 1/3 cups dark brown sugar||1 cup pineapple juice||2/3 cup water||1/4 cup teriyaki sauce||1 tablespoon soy sauce||3 tablespoons lemon juice||3 tablespoons minced white onion||1 tablespoon bourbon whiskey||1 tablespoon crushed pineapple||1/4 teaspoon cayenne pepper
727,Easy Pineapple Cake,2 cups all-purpose flour||2 cups white sugar||2 teaspoons baking soda||2 large eggs||1 (20 ounce) can crushed pineapple with juice||1 teaspoon vanilla extract
728,Frog Eye Salad,"1 3/4 cups unsweetened pineapple juice||1 cup white sugar||2 eggs, beaten||2 tablespoons all-purpose flour||2 1/2 teaspoons salt, divided||1 tablespoon lemon juice||1 tablespoon vegetable oil||1 (16 ounce) package acini di pepe pasta||3 (11 ounce) cans mandarin oranges, drained||2 (20 ounce) cans pineapple tidbits, drained||1 (20 ounce) can crushed pineapple, drained||1 (8 ounce) container frozen whipped topping, thawed||1 cup miniature marshmallows||1 cup shredded coconut"
729,Pineapple Upside Down Cupcakes,"cooking spray||1/2 cup butter, melted||1 1/2 cups brown sugar||24 maraschino cherries||1 (20 ounce) can crushed pineapple||1 (18.25 ounce) package pineapple cake mix (such as Duncan Hines® Pineapple Supreme)||1 1/3 cups pineapple juice||1/3 cup vegetable oil||3 eggs||1 tablespoon confectioners' sugar for dusting, or as needed"
730,Brazilian Grilled Pineapple,"1 cup brown sugar||2 teaspoons ground cinnamon||1 pineapple - peeled, cored, and cut into 6 wedges"
731,Ham with Pineapple,1 (12 pound) bone-in ham||1/2 cup whole cloves||1 (20 ounce) can pineapple rings in heavy syrup||1 (12 fluid ounce) can or bottle lemon-lime flavored carbonated beverage||1/2 cup packed brown sugar||1 (4 ounce) jar chopped maraschino cherries
732,Pineapple Upside-Down Cake in a Glass,ice||1 splash grenadine syrup||3 ounces pineapple juice||1 (1.5 fluid ounce) jigger cake-flavored vodka||1 maraschino cherry
733,Pineapple and Banana Smoothie,"4 ice cubes||1/4 fresh pineapple - peeled, cored and cubed||1 large banana, cut into chunks||1 cup pineapple or apple juice"
734,Pineapple Stuffing,"1/2 cup margarine||1 cup white sugar||4 eggs||1 (20 ounce) can crushed pineapple, drained||5 slices white bread, cubed"
735,Grilled Pineapple,"1 fresh pineapple - peeled, cored and cut into 1 inch rings||3 tablespoons melted butter||1/4 teaspoon honey||1 dash hot pepper sauce, salt to taste"
736,Pineapple Crisp,"2 (20 ounce) cans crushed pineapple, drained||1 cup all-purpose flour||1 cup brown sugar||1 teaspoon baking powder||1/2 teaspoon salt||1 egg||1/2 cup butter, melted||1 teaspoon ground cinnamon"
737,Pineapple Angel Food Cake,"cooking spray||1 (20 ounce) can crushed pineapple with juice||1 (16 ounce) package angel food cake mix||1 (12 ounce) container frozen whipped topping, thawed"
738,Easy Pineapple Chicken,"3 tablespoons soy sauce||3 tablespoons olive oil, divided||1/2 teaspoon paprika, salt to taste||1 pound boneless, skinless chicken breast, cut into strips||1 red bell pepper, cubed||1 bunch scallions, trimmed and sliced into 1/2-inch lengths||1 (12 ounce) can pineapple chunks, drained and juice reserved||1 tablespoon cornstarch"
739,Old Fashioned Pineapple Upside-Down Cake,"1/2 cup butter||1 cup packed light brown sugar||1 (20 ounce) can sliced pineapple||10 maraschino cherries, halved||1 cup sifted cake flour||1 teaspoon baking powder||1/4 teaspoon salt||4 large eggs||1 cup white sugar||1 tablespoon butter, melted||1 teaspoon almond extract"
740,Singapore Sling Cocktail,"2 cups ice, divided||4 fluid ounces pineapple juice||1 1/2 fluid ounces gin||1/2 fluid ounce cherry-flavored brandy||1/2 fluid ounce lime juice||1/2 fluid ounce grenadine syrup||1/4 fluid ounce triple sec||1/4 fluid ounce Benedictine® liqueur||1 slice fresh pineapple||1 maraschino cherry"
741,Pineapple Upside-Down Bundt Cake,"cooking spray with flour||1/2 cup melted butter||1/2 cup packed brown sugar||1 (8 ounce) can pineapple rings||1 (4 ounce) jar maraschino cherries||1 (15.25 ounce) package yellow cake mix||1 (3.5 ounce) package instant vanilla pudding mix||1/4 cup whole milk, or more as needed||1/3 cup vegetable oil||3 large eggs"
742,Pineapple Cleanser Smoothie,"1 cup coconut water, or to taste||1 cup chopped fresh pineapple||1 stalk celery||1/2 cucumber, peeled||1/2 lemon, peeled||1/3 bunch fresh parsley||1 (1 inch) piece fresh ginger root"
743,Hawaiian Meatballs,1 pound ground beef||1/2 teaspoon ground ginger||1/4 teaspoon garlic powder||1/4 teaspoon ground black pepper
744,Baked Pineapple Casserole,"1 cup white sugar||1/2 cup unsalted butter, softened||4 large eggs||1 pinch ground cinnamon (Optional)||1 pinch ground nutmeg (Optional)||1 (20 ounce) can crushed pineapple with juice||5 slices white bread, torn"
745,Grandma's Skillet Pineapple Upside-Down Cake,1 stick butter||1 1/2 cups packed brown sugar||1 (20 ounce) can sliced pineapple||1 (4 ounce) jar cherries||1 1/2 cups all-purpose flour||2 1/2 teaspoons baking powder||1/2 teaspoon salt||1 1/2 cups white sugar||1/2 cup butter||2 large eggs||1 cup milk||2 teaspoons vanilla extract
746,Auntie Midge's Hawaiian Salad,"1 (30 ounce) can fruit cocktail, drained thoroughly||1 (20 ounce) can pineapple chunks, drained thoroughly||1 (8 ounce) can mandarin oranges, drained thoroughly||1 (10.5 ounce) package miniature marshmallows||1 (24 ounce) container sour cream"
747,Pineapple Sweet and Sour Sauce,"2 cups pineapple juice, divided||3 tablespoons cornstarch||1 cup white sugar||3/4 cup ketchup, or more to taste||2/3 cup apple cider vinegar||2 tablespoons soy sauce, or more to taste||2 tablespoons crushed pineapple, or more to taste||1 teaspoon garlic powder"
748,Thai Pineapple Chicken Curry,"1 quart water||2 cups uncooked jasmine rice||1/4 cup red curry paste||2 (13.5 ounce) cans coconut milk, divided||2 skinless, boneless chicken breast halves - cut into thin strips||1 1/2 cups sliced bamboo shoots, drained||1/4 cup white sugar||3 tablespoons fish sauce||1/2 red bell pepper, julienned||1/2 green bell pepper, julienned||1/2 small onion, chopped||1 cup pineapple chunks, drained"
749,Pineapple-Infused Vodka,"1 fresh pineapple, peeled and sliced||1 (750 milliliter) bottle vodka (such as Stolichnaya®)"
750,Pineapple Pie,1 recipe pastry for a 9 inch double crust pie||3/4 cup white sugar||3 tablespoons cornstarch||1 (20 ounce) can crushed pineapple with juice||1 tablespoon lemon juice||2 tablespoons milk||1 tablespoon white sugar
